"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"20/02/2025 07:15:00 - 20/02/2025 07:30:00","BZN|DE-LU","Sequence 2","115.08","",""
"20/02/2025 07:30:00 - 20/02/2025 07:45:00","BZN|DE-LU","Sequence 1","110.41","",""
"20/02/2025 07:30:00 - 20/02/2025 07:45:00","BZN|DE-LU","Sequence 2","158.41","",""
"20/02/2025 07:45:00 - 20/02/2025 08:00:00","BZN|DE-LU","Sequence 1","110.41","",""
"20/02/2025 07:45:00 - 20/02/2025 08:00:00","BZN|DE-LU","Sequence 2","167.41","",""
"20/02/2025 08:00:00 - 20/02/2025 08:15:00","BZN|DE-LU","Sequence 1","127.98","",""
"20/02/2025 08:00:00 - 20/02/2025 08:15:00","BZN|DE-LU","Sequence 2","169.93","",""
"20/02/2025 08:15:00 - 20/02/2025 08:30:00","BZN|DE-LU","Sequence 1","127.98","",""
"20/02/2025 08:15:00 - 20/02/2025 08:30:00","BZN|DE-LU","Sequence 2","154.93","",""
"20/02/2025 08:30:00 - 20/02/2025 08:45:00","BZN|DE-LU","Sequence 1","127.98","",""
"20/02/2025 08:30:00 - 20/02/2025 08:45:00","BZN|DE-LU","Sequence 2","139.92","",""
"20/02/2025 08:45:00 - 20/02/2025 09:00:00","BZN|DE-LU","Sequence 1","127.98","",""
"20/02/2025 08:45:00 - 20/02/2025 09:00:00","BZN|DE-LU","Sequence 2","103.18","",""
"20/02/2025 09:00:00 - 20/02/2025 09:15:00","BZN|DE-LU","Sequence 1","105.87","",""
"20/02/2025 09:00:00 - 20/02/2025 09:15:00","BZN|DE-LU","Sequence 2","152.49","",""
"20/02/2025 09:15:00 - 20/02/2025 09:30:00","BZN|DE-LU","Sequence 1","105.87","",""
"20/02/2025 09:15:00 - 20/02/2025 09:30:00","BZN|DE-LU","Sequence 2","139.94","",""
"20/02/2025 09:30:00 - 20/02/2025 09:45:00","BZN|DE-LU","Sequence 1","105.87","",""
"20/02/2025 09:30:00 - 20/02/2025 09:45:00","BZN|DE-LU","Sequence 2","107.06","",""
"20/02/2025 09:45:00 - 20/02/2025 10:00:00","BZN|DE-LU","Sequence 1","105.87","",""
"20/02/2025 09:45:00 - 20/02/2025 10:00:00","BZN|DE-LU","Sequence 2","82.55","",""
"20/02/2025 10:00:00 - 20/02/2025 10:15:00","BZN|DE-LU","Sequence 1","93.72","",""
"20/02/2025 10:00:00 - 20/02/2025 10:15:00","BZN|DE-LU","Sequence 2","129.95","",""
"20/02/2025 10:15:00 - 20/02/2025 10:30:00","BZN|DE-LU","Sequence 1","93.72","",""
"20/02/2025 10:15:00 - 20/02/2025 10:30:00","BZN|DE-LU","Sequence 2","124.92","",""
"20/02/2025 10:30:00 - 20/02/2025 10:45:00","BZN|DE-LU","Sequence 1","93.72","",""
"20/02/2025 10:30:00 - 20/02/2025 10:45:00","BZN|DE-LU","Sequence 2","87.55","",""
"20/02/2025 10:45:00 - 20/02/2025 11:00:00","BZN|DE-LU","Sequence 1","93.72","",""
"20/02/2025 10:45:00 - 20/02/2025 11:00:00","BZN|DE-LU","Sequence 2","79.87","",""
"20/02/2025 11:00:00 - 20/02/2025 11:15:00","BZN|DE-LU","Sequence 1","87.23","",""
"20/02/2025 11:00:00 - 20/02/2025 11:15:00","BZN|DE-LU","Sequence 2","122.42","",""
"20/02/2025 11:15:00 - 20/02/2025 11:30:00","BZN|DE-LU","Sequence 1","87.23","",""
"20/02/2025 11:15:00 - 20/02/2025 11:30:00","BZN|DE-LU","Sequence 2","92.4","",""
"20/02/2025 11:30:00 - 20/02/2025 11:45:00","BZN|DE-LU","Sequence 1","87.23","",""
"20/02/2025 11:30:00 - 20/02/2025 11:45:00","BZN|DE-LU","Sequence 2","82.65","",""
"20/02/2025 11:45:00 - 20/02/2025 12:00:00","BZN|DE-LU","Sequence 1","87.23","",""
"20/02/2025 11:45:00 - 20/02/2025 12:00:00","BZN|DE-LU","Sequence 2","80.08","",""
"20/02/2025 12:00:00 - 20/02/2025 12:15:00","BZN|DE-LU","Sequence 1","86.87","",""
"20/02/2025 12:00:00 - 20/02/2025 12:15:00","BZN|DE-LU","Sequence 2","117.41","",""
"20/02/2025 12:15:00 - 20/02/2025 12:30:00","BZN|DE-LU","Sequence 1","86.87","",""
"20/02/2025 12:15:00 - 20/02/2025 12:30:00","BZN|DE-LU","Sequence 2","82.6","",""
"20/02/2025 12:30:00 - 20/02/2025 12:45:00","BZN|DE-LU","Sequence 1","86.87","",""
"20/02/2025 12:30:00 - 20/02/2025 12:45:00","BZN|DE-LU","Sequence 2","82.76","",""
"20/02/2025 12:45:00 - 20/02/2025 13:00:00","BZN|DE-LU","Sequence 1","86.87","",""
"20/02/2025 12:45:00 - 20/02/2025 13:00:00","BZN|DE-LU","Sequence 2","77.58","",""
"20/02/2025 13:00:00 - 20/02/2025 13:15:00","BZN|DE-LU","Sequence 1","84.51","",""
"20/02/2025 13:00:00 - 20/02/2025 13:15:00","BZN|DE-LU","Sequence 2","85.09","",""
"20/02/2025 13:15:00 - 20/02/2025 13:30:00","BZN|DE-LU","Sequence 1","84.51","",""
"20/02/2025 13:15:00 - 20/02/2025 13:30:00","BZN|DE-LU","Sequence 2","82.59","",""
"20/02/2025 13:30:00 - 20/02/2025 13:45:00","BZN|DE-LU","Sequence 1","84.51","",""
"20/02/2025 13:30:00 - 20/02/2025 13:45:00","BZN|DE-LU","Sequence 2","80.09","",""
"20/02/2025 13:45:00 - 20/02/2025 14:00:00","BZN|DE-LU","Sequence 1","84.51","",""
"20/02/2025 13:45:00 - 20/02/2025 14:00:00","BZN|DE-LU","Sequence 2","110.33","",""
"20/02/2025 14:00:00 - 20/02/2025 14:15:00","BZN|DE-LU","Sequence 1","84.78","",""
"20/02/2025 14:00:00 - 20/02/2025 14:15:00","BZN|DE-LU","Sequence 2","82.51","",""
"20/02/2025 14:15:00 - 20/02/2025 14:30:00","BZN|DE-LU","Sequence 1","84.78","",""
"20/02/2025 14:15:00 - 20/02/2025 14:30:00","BZN|DE-LU","Sequence 2","85.04","",""
"20/02/2025 14:30:00 - 20/02/2025 14:45:00","BZN|DE-LU","Sequence 1","84.78","",""
"20/02/2025 14:30:00 - 20/02/2025 14:45:00","BZN|DE-LU","Sequence 2","87.57","",""
"20/02/2025 14:45:00 - 20/02/2025 15:00:00","BZN|DE-LU","Sequence 1","84.78","",""
"20/02/2025 14:45:00 - 20/02/2025 15:00:00","BZN|DE-LU","Sequence 2","125.28","",""
"20/02/2025 15:00:00 - 20/02/2025 15:15:00","BZN|DE-LU","Sequence 1","90.05","",""
"20/02/2025 15:00:00 - 20/02/2025 15:15:00","BZN|DE-LU","Sequence 2","80.04","",""
"20/02/2025 15:15:00 - 20/02/2025 15:30:00","BZN|DE-LU","Sequence 1","90.05","",""
"20/02/2025 15:15:00 - 20/02/2025 15:30:00","BZN|DE-LU","Sequence 2","82.55","",""
"20/02/2025 15:30:00 - 20/02/2025 15:45:00","BZN|DE-LU","Sequence 1","90.05","",""
"20/02/2025 15:30:00 - 20/02/2025 15:45:00","BZN|DE-LU","Sequence 2","107.09","",""
"20/02/2025 15:45:00 - 20/02/2025 16:00:00","BZN|DE-LU","Sequence 1","90.05","",""
"20/02/2025 15:45:00 - 20/02/2025 16:00:00","BZN|DE-LU","Sequence 2","139.92","",""
"20/02/2025 16:00:00 - 20/02/2025 16:15:00","BZN|DE-LU","Sequence 1","98.34","",""
"20/02/2025 16:00:00 - 20/02/2025 16:15:00","BZN|DE-LU","Sequence 2","72.52","",""
"20/02/2025 16:15:00 - 20/02/2025 16:30:00","BZN|DE-LU","Sequence 1","98.34","",""
"20/02/2025 16:15:00 - 20/02/2025 16:30:00","BZN|DE-LU","Sequence 2","90.07","",""
"20/02/2025 16:30:00 - 20/02/2025 16:45:00","BZN|DE-LU","Sequence 1","98.34","",""
"20/02/2025 16:30:00 - 20/02/2025 16:45:00","BZN|DE-LU","Sequence 2","133.9","",""
"20/02/2025 16:45:00 - 20/02/2025 17:00:00","BZN|DE-LU","Sequence 1","98.34","",""
"20/02/2025 16:45:00 - 20/02/2025 17:00:00","BZN|DE-LU","Sequence 2","149.92","",""
"20/02/2025 17:00:00 - 20/02/2025 17:15:00","BZN|DE-LU","Sequence 1","110.13","",""
"20/02/2025 17:00:00 - 20/02/2025 17:15:00","BZN|DE-LU","Sequence 2","100.02","",""
"20/02/2025 17:15:00 - 20/02/2025 17:30:00","BZN|DE-LU","Sequence 1","110.13","",""
"20/02/2025 17:15:00 - 20/02/2025 17:30:00","BZN|DE-LU","Sequence 2","115.06","",""
"20/02/2025 17:30:00 - 20/02/2025 17:45:00","BZN|DE-LU","Sequence 1","110.13","",""
"20/02/2025 17:30:00 - 20/02/2025 17:45:00","BZN|DE-LU","Sequence 2","122.58","",""
"20/02/2025 17:45:00 - 20/02/2025 18:00:00","BZN|DE-LU","Sequence 1","110.13","",""
"20/02/2025 17:45:00 - 20/02/2025 18:00:00","BZN|DE-LU","Sequence 2","150.52","",""
"20/02/2025 18:00:00 - 20/02/2025 18:15:00","BZN|DE-LU","Sequence 1","112.38","",""
"20/02/2025 18:00:00 - 20/02/2025 18:15:00","BZN|DE-LU","Sequence 2","117.6","",""
"20/02/2025 18:15:00 - 20/02/2025 18:30:00","BZN|DE-LU","Sequence 1","112.38","",""
"20/02/2025 18:15:00 - 20/02/2025 18:30:00","BZN|DE-LU","Sequence 2","122.68","",""
"20/02/2025 18:30:00 - 20/02/2025 18:45:00","BZN|DE-LU","Sequence 1","112.38","",""
"20/02/2025 18:30:00 - 20/02/2025 18:45:00","BZN|DE-LU","Sequence 2","117.6","",""
"20/02/2025 18:45:00 - 20/02/2025 19:00:00","BZN|DE-LU","Sequence 1","112.38","",""
"20/02/2025 18:45:00 - 20/02/2025 19:00:00","BZN|DE-LU","Sequence 2","144.9","",""
"20/02/2025 19:00:00 - 20/02/2025 19:15:00","BZN|DE-LU","Sequence 1","122.45","",""
"20/02/2025 19:00:00 - 20/02/2025 19:15:00","BZN|DE-LU","Sequence 2","154.9","",""
"20/02/2025 19:15:00 - 20/02/2025 19:30:00","BZN|DE-LU","Sequence 1","122.45","",""
"20/02/2025 19:15:00 - 20/02/2025 19:30:00","BZN|DE-LU","Sequence 2","132.17","",""
"20/02/2025 19:30:00 - 20/02/2025 19:45:00","BZN|DE-LU","Sequence 1","122.45","",""
"20/02/2025 19:30:00 - 20/02/2025 19:45:00","BZN|DE-LU","Sequence 2","110.09","",""
"20/02/2025 19:45:00 - 20/02/2025 20:00:00","BZN|DE-LU","Sequence 1","122.45","",""
"20/02/2025 19:45:00 - 20/02/2025 20:00:00","BZN|DE-LU","Sequence 2","100.08","",""
"20/02/2025 20:00:00 - 20/02/2025 20:15:00","BZN|DE-LU","Sequence 1","105.91","",""
"20/02/2025 20:00:00 - 20/02/2025 20:15:00","BZN|DE-LU","Sequence 2","123.0","",""
"20/02/2025 20:15:00 - 20/02/2025 20:30:00","BZN|DE-LU","Sequence 1","105.91","",""
"20/02/2025 20:15:00 - 20/02/2025 20:30:00","BZN|DE-LU","Sequence 2","105.08","",""
"20/02/2025 20:30:00 - 20/02/2025 20:45:00","BZN|DE-LU","Sequence 1","105.91","",""
"20/02/2025 20:30:00 - 20/02/2025 20:45:00","BZN|DE-LU","Sequence 2","95.08","",""
"20/02/2025 20:45:00 - 20/02/2025 21:00:00","BZN|DE-LU","Sequence 1","105.91","",""
"20/02/2025 20:45:00 - 20/02/2025 21:00:00","BZN|DE-LU","Sequence 2","117.43","",""
"20/02/2025 21:00:00 - 20/02/2025 21:15:00","BZN|DE-LU","Sequence 1","92.41","",""
"20/02/2025 21:00:00 - 20/02/2025 21:15:00","BZN|DE-LU","Sequence 2","107.51","",""
"20/02/2025 21:15:00 - 20/02/2025 21:30:00","BZN|DE-LU","Sequence 1","92.41","",""
"20/02/2025 21:15:00 - 20/02/2025 21:30:00","BZN|DE-LU","Sequence 2","95.06","",""
"20/02/2025 21:30:00 - 20/02/2025 21:45:00","BZN|DE-LU","Sequence 1","92.41","",""
"20/02/2025 21:30:00 - 20/02/2025 21:45:00","BZN|DE-LU","Sequence 2","85.18","",""
"20/02/2025 21:45:00 - 20/02/2025 22:00:00","BZN|DE-LU","Sequence 1","92.41","",""
"20/02/2025 21:45:00 - 20/02/2025 22:00:00","BZN|DE-LU","Sequence 2","107.45","",""
"20/02/2025 22:00:00 - 20/02/2025 22:15:00","BZN|DE-LU","Sequence 1","90.84","",""
"20/02/2025 22:00:00 - 20/02/2025 22:15:00","BZN|DE-LU","Sequence 2","100.09","",""
"20/02/2025 22:15:00 - 20/02/2025 22:30:00","BZN|DE-LU","Sequence 1","90.84","",""
"20/02/2025 22:15:00 - 20/02/2025 22:30:00","BZN|DE-LU","Sequence 2","90.1","",""
"20/02/2025 22:30:00 - 20/02/2025 22:45:00","BZN|DE-LU","Sequence 1","90.84","",""
"20/02/2025 22:30:00 - 20/02/2025 22:45:00","BZN|DE-LU","Sequence 2","91.25","",""
"20/02/2025 22:45:00 - 20/02/2025 23:00:00","BZN|DE-LU","Sequence 1","90.84","",""
"20/02/2025 22:45:00 - 20/02/2025 23:00:00","BZN|DE-LU","Sequence 2","102.41","",""
"20/02/2025 23:00:00 - 20/02/2025 23:15:00","BZN|DE-LU","Sequence 1","83.0","",""
"20/02/2025 23:00:00 - 20/02/2025 23:15:00","BZN|DE-LU","Sequence 2","122.4","",""
"20/02/2025 23:15:00 - 20/02/2025 23:30:00","BZN|DE-LU","Sequence 1","83.0","",""
"20/02/2025 23:15:00 - 20/02/2025 23:30:00","BZN|DE-LU","Sequence 2","85.57","",""
"20/02/2025 23:30:00 - 20/02/2025 23:45:00","BZN|DE-LU","Sequence 1","83.0","",""
"20/02/2025 23:30:00 - 20/02/2025 23:45:00","BZN|DE-LU","Sequence 2","70.1","",""
"20/02/2025 23:45:00 - 21/02/2025 00:00:00","BZN|DE-LU","Sequence 1","83.0","",""
"20/02/2025 23:45:00 - 21/02/2025 00:00:00","BZN|DE-LU","Sequence 2","62.6","",""
"21/02/2025 00:00:00 - 21/02/2025 00:15:00","BZN|DE-LU","Sequence 1","75.51","",""
"21/02/2025 00:00:00 - 21/02/2025 00:15:00","BZN|DE-LU","Sequence 2","94.75","",""
"21/02/2025 00:15:00 - 21/02/2025 00:30:00","BZN|DE-LU","Sequence 1","75.51","",""
"21/02/2025 00:15:00 - 21/02/2025 00:30:00","BZN|DE-LU","Sequence 2","81.4","",""
"21/02/2025 00:30:00 - 21/02/2025 00:45:00","BZN|DE-LU","Sequence 1","75.51","",""
"21/02/2025 00:30:00 - 21/02/2025 00:45:00","BZN|DE-LU","Sequence 2","72.59","",""
"21/02/2025 00:45:00 - 21/02/2025 01:00:00","BZN|DE-LU","Sequence 1","75.51","",""
"21/02/2025 00:45:00 - 21/02/2025 01:00:00","BZN|DE-LU","Sequence 2","67.59","",""
"21/02/2025 01:00:00 - 21/02/2025 01:15:00","BZN|DE-LU","Sequence 1","74.99","",""
"21/02/2025 01:00:00 - 21/02/2025 01:15:00","BZN|DE-LU","Sequence 2","80.6","",""
"21/02/2025 01:15:00 - 21/02/2025 01:30:00","BZN|DE-LU","Sequence 1","74.99","",""
"21/02/2025 01:15:00 - 21/02/2025 01:30:00","BZN|DE-LU","Sequence 2","75.09","",""
"21/02/2025 01:30:00 - 21/02/2025 01:45:00","BZN|DE-LU","Sequence 1","74.99","",""
"21/02/2025 01:30:00 - 21/02/2025 01:45:00","BZN|DE-LU","Sequence 2","78.0","",""
"21/02/2025 01:45:00 - 21/02/2025 02:00:00","BZN|DE-LU","Sequence 1","74.99","",""
"21/02/2025 01:45:00 - 21/02/2025 02:00:00","BZN|DE-LU","Sequence 2","74.2","",""
"21/02/2025 02:00:00 - 21/02/2025 02:15:00","BZN|DE-LU","Sequence 1","79.8","",""
"21/02/2025 02:00:00 - 21/02/2025 02:15:00","BZN|DE-LU","Sequence 2","74.8","",""
"21/02/2025 02:15:00 - 21/02/2025 02:30:00","BZN|DE-LU","Sequence 1","79.8","",""
"21/02/2025 02:15:00 - 21/02/2025 02:30:00","BZN|DE-LU","Sequence 2","72.6","",""
"21/02/2025 02:30:00 - 21/02/2025 02:45:00","BZN|DE-LU","Sequence 1","79.8","",""
"21/02/2025 02:30:00 - 21/02/2025 02:45:00","BZN|DE-LU","Sequence 2","74.0","",""
"21/02/2025 02:45:00 - 21/02/2025 03:00:00","BZN|DE-LU","Sequence 1","79.8","",""
"21/02/2025 02:45:00 - 21/02/2025 03:00:00","BZN|DE-LU","Sequence 2","77.51","",""
"21/02/2025 03:00:00 - 21/02/2025 03:15:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 03:00:00 - 21/02/2025 03:15:00","BZN|DE-LU","Sequence 2","69.8","",""
"21/02/2025 03:15:00 - 21/02/2025 03:30:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 03:15:00 - 21/02/2025 03:30:00","BZN|DE-LU","Sequence 2","75.01","",""
"21/02/2025 03:30:00 - 21/02/2025 03:45:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 03:30:00 - 21/02/2025 03:45:00","BZN|DE-LU","Sequence 2","80.03","",""
"21/02/2025 03:45:00 - 21/02/2025 04:00:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 03:45:00 - 21/02/2025 04:00:00","BZN|DE-LU","Sequence 2","82.3","",""
"21/02/2025 04:00:00 - 21/02/2025 04:15:00","BZN|DE-LU","Sequence 1","82.4","",""
"21/02/2025 04:00:00 - 21/02/2025 04:15:00","BZN|DE-LU","Sequence 2","63.3","",""
"21/02/2025 04:15:00 - 21/02/2025 04:30:00","BZN|DE-LU","Sequence 1","82.4","",""
"21/02/2025 04:15:00 - 21/02/2025 04:30:00","BZN|DE-LU","Sequence 2","72.66","",""
"21/02/2025 04:30:00 - 21/02/2025 04:45:00","BZN|DE-LU","Sequence 1","82.4","",""
"21/02/2025 04:30:00 - 21/02/2025 04:45:00","BZN|DE-LU","Sequence 2","85.0","",""
"21/02/2025 04:45:00 - 21/02/2025 05:00:00","BZN|DE-LU","Sequence 1","82.4","",""
"21/02/2025 04:45:00 - 21/02/2025 05:00:00","BZN|DE-LU","Sequence 2","99.7","",""
"21/02/2025 05:00:00 - 21/02/2025 05:15:00","BZN|DE-LU","Sequence 1","82.03","",""
"21/02/2025 05:00:00 - 21/02/2025 05:15:00","BZN|DE-LU","Sequence 2","63.0","",""
"21/02/2025 05:15:00 - 21/02/2025 05:30:00","BZN|DE-LU","Sequence 1","82.03","",""
"21/02/2025 05:15:00 - 21/02/2025 05:30:00","BZN|DE-LU","Sequence 2","78.3","",""
"21/02/2025 05:30:00 - 21/02/2025 05:45:00","BZN|DE-LU","Sequence 1","82.03","",""
"21/02/2025 05:30:00 - 21/02/2025 05:45:00","BZN|DE-LU","Sequence 2","81.69","",""
"21/02/2025 05:45:00 - 21/02/2025 06:00:00","BZN|DE-LU","Sequence 1","82.03","",""
"21/02/2025 05:45:00 - 21/02/2025 06:00:00","BZN|DE-LU","Sequence 2","112.52","",""
"21/02/2025 06:00:00 - 21/02/2025 06:15:00","BZN|DE-LU","Sequence 1","106.47","",""
"21/02/2025 06:00:00 - 21/02/2025 06:15:00","BZN|DE-LU","Sequence 2","67.9","",""
"21/02/2025 06:15:00 - 21/02/2025 06:30:00","BZN|DE-LU","Sequence 1","106.47","",""
"21/02/2025 06:15:00 - 21/02/2025 06:30:00","BZN|DE-LU","Sequence 2","92.58","",""
"21/02/2025 06:30:00 - 21/02/2025 06:45:00","BZN|DE-LU","Sequence 1","106.47","",""
"21/02/2025 06:30:00 - 21/02/2025 06:45:00","BZN|DE-LU","Sequence 2","115.72","",""
"21/02/2025 06:45:00 - 21/02/2025 07:00:00","BZN|DE-LU","Sequence 1","106.47","",""
"21/02/2025 06:45:00 - 21/02/2025 07:00:00","BZN|DE-LU","Sequence 2","146.4","",""
"21/02/2025 07:00:00 - 21/02/2025 07:15:00","BZN|DE-LU","Sequence 1","152.5","",""
"21/02/2025 07:00:00 - 21/02/2025 07:15:00","BZN|DE-LU","Sequence 2","112.57","",""
"21/02/2025 07:15:00 - 21/02/2025 07:30:00","BZN|DE-LU","Sequence 1","152.5","",""
"21/02/2025 07:15:00 - 21/02/2025 07:30:00","BZN|DE-LU","Sequence 2","132.58","",""
"21/02/2025 07:30:00 - 21/02/2025 07:45:00","BZN|DE-LU","Sequence 1","152.5","",""
"21/02/2025 07:30:00 - 21/02/2025 07:45:00","BZN|DE-LU","Sequence 2","147.59","",""
"21/02/2025 07:45:00 - 21/02/2025 08:00:00","BZN|DE-LU","Sequence 1","152.5","",""
"21/02/2025 07:45:00 - 21/02/2025 08:00:00","BZN|DE-LU","Sequence 2","165.2","",""
"21/02/2025 08:00:00 - 21/02/2025 08:15:00","BZN|DE-LU","Sequence 1","145.21","",""
"21/02/2025 08:00:00 - 21/02/2025 08:15:00","BZN|DE-LU","Sequence 2","186.16","",""
"21/02/2025 08:15:00 - 21/02/2025 08:30:00","BZN|DE-LU","Sequence 1","145.21","",""
"21/02/2025 08:15:00 - 21/02/2025 08:30:00","BZN|DE-LU","Sequence 2","145.08","",""
"21/02/2025 08:30:00 - 21/02/2025 08:45:00","BZN|DE-LU","Sequence 1","145.21","",""
"21/02/2025 08:30:00 - 21/02/2025 08:45:00","BZN|DE-LU","Sequence 2","134.5","",""
"21/02/2025 08:45:00 - 21/02/2025 09:00:00","BZN|DE-LU","Sequence 1","145.21","",""
"21/02/2025 08:45:00 - 21/02/2025 09:00:00","BZN|DE-LU","Sequence 2","120.1","",""
"21/02/2025 09:00:00 - 21/02/2025 09:15:00","BZN|DE-LU","Sequence 1","120.98","",""
"21/02/2025 09:00:00 - 21/02/2025 09:15:00","BZN|DE-LU","Sequence 2","172.41","",""
"21/02/2025 09:15:00 - 21/02/2025 09:30:00","BZN|DE-LU","Sequence 1","120.98","",""
"21/02/2025 09:15:00 - 21/02/2025 09:30:00","BZN|DE-LU","Sequence 2","130.3","",""
"21/02/2025 09:30:00 - 21/02/2025 09:45:00","BZN|DE-LU","Sequence 1","120.98","",""
"21/02/2025 09:30:00 - 21/02/2025 09:45:00","BZN|DE-LU","Sequence 2","107.6","",""
"21/02/2025 09:45:00 - 21/02/2025 10:00:00","BZN|DE-LU","Sequence 1","120.98","",""
"21/02/2025 09:45:00 - 21/02/2025 10:00:00","BZN|DE-LU","Sequence 2","90.9","",""
"21/02/2025 10:00:00 - 21/02/2025 10:15:00","BZN|DE-LU","Sequence 1","98.68","",""
"21/02/2025 10:00:00 - 21/02/2025 10:15:00","BZN|DE-LU","Sequence 2","145.11","",""
"21/02/2025 10:15:00 - 21/02/2025 10:30:00","BZN|DE-LU","Sequence 1","98.68","",""
"21/02/2025 10:15:00 - 21/02/2025 10:30:00","BZN|DE-LU","Sequence 2","107.7","",""
"21/02/2025 10:30:00 - 21/02/2025 10:45:00","BZN|DE-LU","Sequence 1","98.68","",""
"21/02/2025 10:30:00 - 21/02/2025 10:45:00","BZN|DE-LU","Sequence 2","90.07","",""
"21/02/2025 10:45:00 - 21/02/2025 11:00:00","BZN|DE-LU","Sequence 1","98.68","",""
"21/02/2025 10:45:00 - 21/02/2025 11:00:00","BZN|DE-LU","Sequence 2","72.52","",""
"21/02/2025 11:00:00 - 21/02/2025 11:15:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 11:00:00 - 21/02/2025 11:15:00","BZN|DE-LU","Sequence 2","100.8","",""
"21/02/2025 11:15:00 - 21/02/2025 11:30:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 11:15:00 - 21/02/2025 11:30:00","BZN|DE-LU","Sequence 2","92.54","",""
"21/02/2025 11:30:00 - 21/02/2025 11:45:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 11:30:00 - 21/02/2025 11:45:00","BZN|DE-LU","Sequence 2","80.02","",""
"21/02/2025 11:45:00 - 21/02/2025 12:00:00","BZN|DE-LU","Sequence 1","83.4","",""
"21/02/2025 11:45:00 - 21/02/2025 12:00:00","BZN|DE-LU","Sequence 2","66.52","",""
"21/02/2025 12:00:00 - 21/02/2025 12:15:00","BZN|DE-LU","Sequence 1","78.0","",""
"21/02/2025 12:00:00 - 21/02/2025 12:15:00","BZN|DE-LU","Sequence 2","98.57","",""
"21/02/2025 12:15:00 - 21/02/2025 12:30:00","BZN|DE-LU","Sequence 1","78.0","",""
"21/02/2025 12:15:00 - 21/02/2025 12:30:00","BZN|DE-LU","Sequence 2","82.59","",""
"21/02/2025 12:30:00 - 21/02/2025 12:45:00","BZN|DE-LU","Sequence 1","78.0","",""
"21/02/2025 12:30:00 - 21/02/2025 12:45:00","BZN|DE-LU","Sequence 2","75.08","",""
"21/02/2025 12:45:00 - 21/02/2025 13:00:00","BZN|DE-LU","Sequence 1","78.0","",""
"21/02/2025 12:45:00 - 21/02/2025 13:00:00","BZN|DE-LU","Sequence 2","67.57","",""
"21/02/2025 13:00:00 - 21/02/2025 13:15:00","BZN|DE-LU","Sequence 1","76.41","",""
"21/02/2025 13:00:00 - 21/02/2025 13:15:00","BZN|DE-LU","Sequence 2","80.34","",""
"21/02/2025 13:15:00 - 21/02/2025 13:30:00","BZN|DE-LU","Sequence 1","76.41","",""
"21/02/2025 13:15:00 - 21/02/2025 13:30:00","BZN|DE-LU","Sequence 2","78.6","",""
"21/02/2025 13:30:00 - 21/02/2025 13:45:00","BZN|DE-LU","Sequence 1","76.41","",""
"21/02/2025 13:30:00 - 21/02/2025 13:45:00","BZN|DE-LU","Sequence 2","80.2","",""
"21/02/2025 13:45:00 - 21/02/2025 14:00:00","BZN|DE-LU","Sequence 1","76.41","",""
"21/02/2025 13:45:00 - 21/02/2025 14:00:00","BZN|DE-LU","Sequence 2","81.6","",""
"21/02/2025 14:00:00 - 21/02/2025 14:15:00","BZN|DE-LU","Sequence 1","79.52","",""
"21/02/2025 14:00:00 - 21/02/2025 14:15:00","BZN|DE-LU","Sequence 2","58.91","",""
"21/02/2025 14:15:00 - 21/02/2025 14:30:00","BZN|DE-LU","Sequence 1","79.52","",""
"21/02/2025 14:15:00 - 21/02/2025 14:30:00","BZN|DE-LU","Sequence 2","77.55","",""
"21/02/2025 14:30:00 - 21/02/2025 14:45:00","BZN|DE-LU","Sequence 1","79.52","",""
"21/02/2025 14:30:00 - 21/02/2025 14:45:00","BZN|DE-LU","Sequence 2","82.59","",""
"21/02/2025 14:45:00 - 21/02/2025 15:00:00","BZN|DE-LU","Sequence 1","79.52","",""
"21/02/2025 14:45:00 - 21/02/2025 15:00:00","BZN|DE-LU","Sequence 2","101.4","",""
"21/02/2025 15:00:00 - 21/02/2025 15:15:00","BZN|DE-LU","Sequence 1","82.94","",""
"21/02/2025 15:00:00 - 21/02/2025 15:15:00","BZN|DE-LU","Sequence 2","42.87","",""
"21/02/2025 15:15:00 - 21/02/2025 15:30:00","BZN|DE-LU","Sequence 1","82.94","",""
"21/02/2025 15:15:00 - 21/02/2025 15:30:00","BZN|DE-LU","Sequence 2","80.02","",""
"21/02/2025 15:30:00 - 21/02/2025 15:45:00","BZN|DE-LU","Sequence 1","82.94","",""
"21/02/2025 15:30:00 - 21/02/2025 15:45:00","BZN|DE-LU","Sequence 2","97.57","",""
"21/02/2025 15:45:00 - 21/02/2025 16:00:00","BZN|DE-LU","Sequence 1","82.94","",""
"21/02/2025 15:45:00 - 21/02/2025 16:00:00","BZN|DE-LU","Sequence 2","118.8","",""
"21/02/2025 16:00:00 - 21/02/2025 16:15:00","BZN|DE-LU","Sequence 1","103.47","",""
